Price,Close,High,Low,Open,Volume,returns
Ticker,SPY,SPY,SPY,SPY,SPY,
date,,,,,,
2024-02-02,481.11004638671875,482.7644982110768,476.1952805049677,476.53591254829524,99228200,0.01047239623295688
2024-02-05,479.35821533203125,481.13921979443177,477.10037355108614,480.47743909484853,75757100,-0.003647872745286307
2024-02-06,480.75,481.0808903919301,478.87166761898953,480.30229855776366,55918600,0.0028992266093176363
2024-02-07,484.7596130371094,485.17808940845316,482.0929770540646,482.9980918458816,70556500,0.008305740374435206
2024-02-08,484.9737548828125,485.35329426615607,483.9421467021212,484.7596458434101,52343600,0.00044165098627719774
2024-02-09,487.7765808105469,488.2145108276318,485.13914022884614,485.47977226451565,63979400,0.0057626989812330455
2024-02-12,487.5625,490.01499733828587,486.84229887428285,487.7474136957695,56502300,-0.0004389874623027481
2024-02-13,480.8472900390625,483.77668422244784,477.57729349036913,481.285249794803,113099200,-0.013868751977862387
2024-02-14,485.2170104980469,485.703619202311,481.1586808363787,483.48468469887587,68387800,0.009046499819321608
2024-02-15,488.56488037109375,488.74979405458623,485.4408311080291,485.91772783399097,61683000,0.006876042972305404
2024-02-16,486.1318359375,489.4018321652925,485.39218120492103,488.26318443249403,75532900,-0.004992423687029854
2024-02-20,483.4555358886719,485.06133882722617,481.20740583464766,484.3898163747004,71736700,-0.005520506812486622
2024-02-21,483.8934326171875,484.0491509708409,480.3411949189208,482.15139479243277,59293400,0.0009053542675560363
2024-02-22,493.9078369140625,494.87131264849836,489.54781221335594,490.51131764803023,76402500,0.020484232900890464
2024-02-23,494.2484436035156,496.4673780025352,493.51853058146656,495.6303956264625,61321800,0.0006893782079976217
2024-02-26,492.43829345703125,495.12438315275733,492.3117704350963,494.6864234153272,50386700,-0.0036691527498711567
2024-02-27,493.35308837890625,493.57693907250416,491.23148157958644,493.1292673855463,48854500,0.001855961010254503
2024-02-28,492.7010803222656,493.2849870375032,491.4358798053579,491.7959655131677,56506600,-0.0013224590947657554
2024-02-29,494.4722900390625,496.0878345083775,491.815425510208,494.46257806109645,83924800,0.0035884509664211813
2024-03-01,499.11456298828125,499.54278105732834,494.93948136543304,495.3482457768837,76844800,0.009344541376475108
2024-03-04,498.57928466796875,500.4284215717115,498.2873313148722,498.3165563504212,49799300,-0.0010730313170312933
2024-03-05,493.5964050292969,497.0221493633574,491.38721217314117,496.5744479650044,72855600,-0.010044433831981375
2024-03-06,496.0975646972656,498.3554361707815,494.8031986362925,496.8761267293977,68382400,0.005054421001380554
2024-03-07,501.02203369140625,502.0731250869525,496.15594682375195,499.39677730974256,58652100,0.009877469141656981
2024-03-08,498.0148010253906,504.34068432238394,497.4406063327474,501.6546542384204,86532500,-0.006020282024248852
2024-03-11,497.5865783691406,498.1705147342669,494.881035254285,496.80801634913047,62557200,-0.0008602291871416936
2024-03-12,502.9393005371094,503.5232071984046,497.17781094345105,499.6984700657358,73114400,0.010699919611046112
2024-03-13,502.1509704589844,503.43562459877114,500.7106276661075,503.2604525888654,55104100,-0.001568675496182379
2024-03-14,501.1583251953125,503.27993205507374,498.1121499011311,503.12418400270946,110171800,-0.001978742929736523
2024-03-15,497.717041015625,499.5426370968139,496.0476768950372,498.0880174407595,107646300,-0.0068903447040481345
2024-03-18,500.6750793457031,503.23282668542583,500.26507469946,501.78800868482955,88893300,0.005925621657485119
2024-03-19,503.4574279785156,503.7405165081089,498.976454143322,499.9820112945357,60755300,0.005541809937219059
2024-03-20,508.1139831542969,508.25067121798276,502.8423166074447,503.515925395574,69594600,0.009206642291717965
2024-03-21,509.793212890625,511.6578075346775,509.5100647824686,510.9549424076125,60256100,0.0032993798770276856
2024-03-22,508.82672119140625,510.19342318455074,508.59237324097523,509.7053025616341,79070800,-0.0018976498631431478
2024-03-25,507.4208984375,508.57285588251494,507.26466648069925,507.4501546887545,48512100,-0.002766695091833191
2024-03-26,506.48370361328125,509.1879108526766,506.0834709315648,508.84619067556724,65463700,-0.0018486849536712363
2024-03-27,510.7401123046875,510.7792000886694,507.1475516955064,509.31483823022427,82999800,0.00836872567558465
2024-03-28,510.64251708984375,512.1459071621757,510.359428578344,510.7792051650659,96294900,-0.00019110412167204504
2024-04-01,509.7541198730469,511.92140649600015,508.59239036798215,511.38448570971826,62477500,-0.0017412786539815906
2024-04-02,506.5130310058594,506.6496594947848,504.20905639561914,505.92725051103764,74230300,-0.006378440654871345
2024-04-03,507.0693359375,508.5727852840962,505.37068604954965,505.41948618488817,59155800,0.001097700602622122
2024-04-04,500.88006591796875,511.42345867223884,500.5774335376575,511.08179809560863,96858100,-0.012281068472575042
2024-04-05,506.1126708984375,508.0749250607822,501.7977018812348,502.23702229721215,74546500,0.010392631218631796
2024-04-08,506.3957824707031,507.8211160052217,505.5855452146359,506.815618601476,48401800,0.0005592280809148935
2024-04-09,506.9815673828125,508.3775850942212,502.12961782362083,508.13352480372953,68049200,0.0011561043424536386
2024-04-10,501.9051513671875,503.89666208515973,499.92341259541246,501.2803426609476,82652800,-0.010063486342951697
2024-04-11,505.6929931640625,507.13781122017554,499.9136613545702,503.4281061989144,70099000,0.007518591932832541
2024-04-12,498.7128601074219,503.5647804243456,496.98489398756476,502.1492186619509,92561100,-0.013899252791926057
2024-04-15,492.46490478515625,503.05709839116423,491.61554988176164,502.8911540643935,92101400,-0.01260730072771746
2024-04-16,491.5667419433594,494.4661795680653,490.27809637848605,492.94324564322153,73484000,-0.0018254760285401276
2024-04-17,488.65753173828125,494.1928325755386,487.26151394107353,494.0268584590965,75910300,-0.0059358226991669824
2024-04-18,487.6520080566406,492.15249561510325,486.71482481856754,490.0535829309475,74548100,-0.0020598467928227377
2024-04-19,483.3955993652344,488.569665842459,482.12646792132756,487.5739105371773,102212600,-0.008766688511050677
