Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
datetime,,,,,
2026-05-11 13:51:00+00:00,738.75,739.02001953125,738.72998046875,738.8800048828125,101578
2026-05-11 13:52:00+00:00,738.9099731445312,738.9500122070312,738.6909790039062,738.72998046875,216042
2026-05-11 13:53:00+00:00,738.739990234375,738.97998046875,738.72998046875,738.9299926757812,114022
2026-05-11 13:54:00+00:00,738.52001953125,738.760009765625,738.4199829101562,738.760009765625,206799
2026-05-11 13:55:00+00:00,738.4099731445312,738.5499877929688,738.3400268554688,738.510009765625,82767
2026-05-11 13:56:00+00:00,738.4349975585938,738.469970703125,738.3200073242188,738.4299926757812,186418
2026-05-11 13:57:00+00:00,738.489990234375,738.510009765625,738.3800048828125,738.4500122070312,100084
2026-05-11 13:58:00+00:00,738.719970703125,738.780029296875,738.4500122070312,738.47998046875,77823
2026-05-11 13:59:00+00:00,738.6701049804688,738.7249755859375,738.4299926757812,738.7213745117188,87953
2026-05-11 14:00:00+00:00,738.530029296875,738.8099975585938,738.510009765625,738.6699829101562,76088
2026-05-11 14:01:00+00:00,738.719970703125,738.760009765625,738.530029296875,738.5399780273438,52295
2026-05-11 14:02:00+00:00,738.5800170898438,738.7899780273438,738.5599975585938,738.72998046875,75538
2026-05-11 14:03:00+00:00,738.5999755859375,738.6699829101562,738.52001953125,738.5800170898438,64954
2026-05-11 14:04:00+00:00,738.5999755859375,738.72998046875,738.5399780273438,738.5800170898438,76122
2026-05-11 14:05:00+00:00,738.6599731445312,738.6599731445312,738.510009765625,738.5700073242188,130519
2026-05-11 14:06:00+00:00,738.5999755859375,738.719970703125,738.594970703125,738.655029296875,89378
2026-05-11 14:07:00+00:00,738.7999877929688,738.8499755859375,738.5800170898438,738.5900268554688,72763
2026-05-11 14:08:00+00:00,738.739990234375,738.8599853515625,738.739990234375,738.7999877929688,38034
2026-05-11 14:09:00+00:00,738.7849731445312,738.7999877929688,738.6900024414062,738.75,51975
2026-05-11 14:10:00+00:00,738.8099975585938,738.8300170898438,738.7000122070312,738.7700805664062,71119
2026-05-11 14:11:00+00:00,738.7050170898438,738.8200073242188,738.5515747070312,738.8200073242188,69535
2026-05-11 14:12:00+00:00,738.739990234375,738.8099975585938,738.6699829101562,738.7100219726562,42548
2026-05-11 14:13:00+00:00,738.9199829101562,738.9691772460938,738.719970703125,738.7999877929688,53063
2026-05-11 14:14:00+00:00,739.0399780273438,739.0599975585938,738.8900146484375,738.9342041015625,148610
2026-05-11 14:15:00+00:00,739.14501953125,739.1599731445312,738.989990234375,739.0399780273438,65575
2026-05-11 14:16:00+00:00,739.3900146484375,739.4000244140625,739.125,739.1500244140625,178807
2026-05-11 14:17:00+00:00,739.3049926757812,739.4199829101562,739.1699829101562,739.3900146484375,168859
2026-05-11 14:18:00+00:00,739.4500122070312,739.47998046875,739.260009765625,739.3099975585938,94120
2026-05-11 14:19:00+00:00,739.47998046875,739.52001953125,739.4199829101562,739.4500122070312,165872
2026-05-11 14:20:00+00:00,739.3900146484375,739.52001953125,739.3699951171875,739.47998046875,136448
2026-05-11 14:21:00+00:00,739.52001953125,739.52001953125,739.4299926757812,739.4299926757812,48893
2026-05-11 14:22:00+00:00,739.5449829101562,739.5499877929688,739.4550170898438,739.510009765625,114119
2026-05-11 14:23:00+00:00,739.4849853515625,739.5800170898438,739.4500122070312,739.5449829101562,72005
2026-05-11 14:24:00+00:00,739.52001953125,739.5698852539062,739.4500122070312,739.4849853515625,55131
2026-05-11 14:25:00+00:00,739.47998046875,739.5900268554688,739.47998046875,739.52001953125,61895
2026-05-11 14:26:00+00:00,739.3099975585938,739.5,739.2899780273438,739.4849853515625,95430
2026-05-11 14:27:00+00:00,738.9149780273438,739.2999877929688,738.9099731445312,739.2999877929688,140523
2026-05-11 14:28:00+00:00,738.719970703125,738.97998046875,738.719970703125,738.9149780273438,118928
2026-05-11 14:29:00+00:00,738.4674072265625,738.77001953125,738.4000244140625,738.7100219726562,159501
2026-05-11 14:30:00+00:00,738.530029296875,738.719970703125,738.340087890625,738.4600219726562,108829
2026-05-11 14:31:00+00:00,737.905029296875,738.5700073242188,737.6900024414062,738.5250244140625,347652
2026-05-11 14:32:00+00:00,738.0900268554688,738.1699829101562,737.5900268554688,737.9000244140625,271855
2026-05-11 14:33:00+00:00,738.1900024414062,738.27001953125,737.9099731445312,738.0999755859375,140349
2026-05-11 14:34:00+00:00,738.4299926757812,738.4398803710938,738.0900268554688,738.1900024414062,147391
2026-05-11 14:35:00+00:00,738.6599731445312,738.6599731445312,738.239990234375,738.4299926757812,74600
2026-05-11 14:36:00+00:00,738.52001953125,738.8099975585938,738.2999877929688,738.6599731445312,144611
2026-05-11 14:37:00+00:00,738.6300048828125,738.6500244140625,738.4500122070312,738.52001953125,34856
2026-05-11 14:38:00+00:00,738.4998168945312,738.7000122070312,738.47998046875,738.6500244140625,40072
2026-05-11 14:39:00+00:00,738.6099853515625,738.64990234375,738.4803466796875,738.4803466796875,31006
2026-05-11 14:40:00+00:00,738.780029296875,738.8099975585938,738.5900268554688,738.6199951171875,57087
2026-05-11 14:41:00+00:00,738.969970703125,738.969970703125,738.75,738.780029296875,106570
2026-05-11 14:42:00+00:00,738.9000244140625,739.0499267578125,738.8900146484375,738.9749755859375,93086
2026-05-11 14:43:00+00:00,738.9099731445312,739.0900268554688,738.8599853515625,738.8900146484375,69785
2026-05-11 14:44:00+00:00,738.9400024414062,739.02001953125,738.8300170898438,738.8900146484375,55212
2026-05-11 14:45:00+00:00,738.97998046875,739.1799926757812,738.9299926757812,738.969970703125,61554
2026-05-11 14:46:00+00:00,738.989990234375,739.030029296875,738.802001953125,738.969970703125,49497
2026-05-11 14:47:00+00:00,738.9500122070312,739.0399780273438,738.760009765625,738.969970703125,52208
2026-05-11 14:48:00+00:00,738.989990234375,739.030029296875,738.9000244140625,738.9400024414062,55743
2026-05-11 14:49:00+00:00,739.0549926757812,739.0800170898438,738.6300048828125,738.989990234375,254097
2026-05-11 14:50:00+00:00,739.1749877929688,739.22998046875,739.030029296875,739.0399780273438,74209
2026-05-11 14:51:00+00:00,739.4149780273438,739.5599975585938,739.1699829101562,739.1701049804688,126920
2026-05-11 14:52:00+00:00,739.4600219726562,739.52001953125,739.4149780273438,739.4199829101562,32783
2026-05-11 14:53:00+00:00,739.780029296875,739.8300170898438,739.469970703125,739.489990234375,148580
2026-05-11 14:54:00+00:00,739.7899780273438,739.8099975585938,739.6400146484375,739.7899780273438,125269
2026-05-11 14:55:00+00:00,739.72998046875,739.9400024414062,739.7100219726562,739.77099609375,185636
2026-05-11 14:56:00+00:00,739.5499877929688,739.7446899414062,739.52001953125,739.719970703125,96220
2026-05-11 14:57:00+00:00,739.6300048828125,739.6300048828125,739.3800048828125,739.5435791015625,135791
2026-05-11 14:58:00+00:00,739.6300048828125,739.7100219726562,739.5999755859375,739.6199951171875,42036
2026-05-11 14:59:00+00:00,739.6500244140625,739.7100219726562,739.5900268554688,739.6199951171875,33747
2026-05-11 15:00:00+00:00,739.528076171875,739.760009765625,739.510009765625,739.6500244140625,62438
2026-05-11 15:01:00+00:00,739.4400024414062,739.530029296875,739.4199829101562,739.52001953125,92615
2026-05-11 15:02:00+00:00,739.469970703125,739.510009765625,739.4299926757812,739.4500122070312,59699
2026-05-11 15:03:00+00:00,739.510009765625,739.5800170898438,739.4600219726562,739.4600219726562,41590
2026-05-11 15:04:00+00:00,739.6099853515625,739.6699829101562,739.47998046875,739.530029296875,39392
2026-05-11 15:05:00+00:00,739.5499877929688,739.6199951171875,739.4099731445312,739.6099853515625,269103
2026-05-11 15:06:00+00:00,739.469970703125,739.5750122070312,739.4299926757812,739.5499877929688,67038
2026-05-11 15:07:00+00:00,739.6500244140625,739.6500244140625,739.469970703125,739.489990234375,51291
2026-05-11 15:08:00+00:00,739.64501953125,739.6799926757812,739.52001953125,739.6199951171875,78582
2026-05-11 15:09:00+00:00,739.6099853515625,739.6799926757812,739.5499877929688,739.6201171875,38527
2026-05-11 15:10:00+00:00,739.5,739.6300048828125,739.489990234375,739.6300048828125,77936
2026-05-11 15:11:00+00:00,739.4099731445312,739.5700073242188,739.4099731445312,739.5,122395
2026-05-11 15:12:00+00:00,739.2949829101562,739.4299926757812,739.260009765625,739.4199829101562,77178
2026-05-11 15:13:00+00:00,739.2999877929688,739.3699951171875,739.260009765625,739.280029296875,58463
2026-05-11 15:14:00+00:00,739.1199951171875,739.3499755859375,739.030029296875,739.2999877929688,131579
2026-05-11 15:15:00+00:00,739.1599731445312,739.1900024414062,738.9500122070312,739.1199951171875,125498
2026-05-11 15:16:00+00:00,739.2999877929688,739.3300170898438,739.1099853515625,739.1599731445312,110199
2026-05-11 15:17:00+00:00,739.330078125,739.3699951171875,739.239990234375,739.2899780273438,101132
2026-05-11 15:18:00+00:00,739.4299926757812,739.47998046875,739.280029296875,739.3499755859375,64055
2026-05-11 15:19:00+00:00,739.469970703125,739.51708984375,739.4199829101562,739.4400024414062,57753
2026-05-11 15:20:00+00:00,739.5800170898438,739.5900268554688,739.3800048828125,739.469970703125,52927
2026-05-11 15:21:00+00:00,739.5999755859375,739.6201171875,739.3499755859375,739.5499877929688,193260
2026-05-11 15:22:00+00:00,739.6199951171875,739.6500244140625,739.5800170898438,739.6199951171875,43163
2026-05-11 15:23:00+00:00,739.719970703125,739.719970703125,739.5599975585938,739.6199951171875,41938
2026-05-11 15:24:00+00:00,739.77001953125,739.7999877929688,739.6799926757812,739.7000122070312,64590
2026-05-11 15:25:00+00:00,739.8099975585938,739.8599853515625,739.7000122070312,739.780029296875,220118
2026-05-11 15:26:00+00:00,739.8300170898438,739.8699951171875,739.7501220703125,739.8099975585938,120088
2026-05-11 15:27:00+00:00,739.97998046875,740.0,739.8099975585938,739.8200073242188,66176
2026-05-11 15:28:00+00:00,740.0100708007812,740.0599975585938,739.9099731445312,739.97998046875,140446
2026-05-11 15:29:00+00:00,740.0706787109375,740.1072998046875,739.97998046875,740.0,50111
2026-05-11 15:30:00+00:00,740.1599731445312,740.1900024414062,740.030029296875,740.0750122070312,89134
2026-05-11 15:31:00+00:00,739.9849853515625,740.1699829101562,739.969970703125,740.1500244140625,97107
2026-05-11 15:32:00+00:00,739.9199829101562,739.9801025390625,739.8599853515625,739.97998046875,111535
2026-05-11 15:33:00+00:00,739.8499755859375,739.9500122070312,739.8499755859375,739.9199829101562,88245
2026-05-11 15:34:00+00:00,739.9000244140625,739.974609375,739.8499755859375,739.85498046875,73211
2026-05-11 15:35:00+00:00,739.780029296875,739.9500122070312,739.739990234375,739.9299926757812,85644
2026-05-11 15:36:00+00:00,739.9299926757812,739.9600219726562,739.739990234375,739.77001953125,88305
2026-05-11 15:37:00+00:00,739.969970703125,740.0800170898438,739.9099731445312,739.9600219726562,68461
2026-05-11 15:38:00+00:00,740.02001953125,740.0499877929688,739.9400024414062,739.969970703125,74205
2026-05-11 15:39:00+00:00,740.0700073242188,740.0800170898438,739.9500122070312,740.02001953125,34933
2026-05-11 15:40:00+00:00,740.030029296875,740.1500244140625,740.0,740.094970703125,74933
2026-05-11 15:41:00+00:00,740.1599731445312,740.1599731445312,739.969970703125,740.030029296875,46853
2026-05-11 15:42:00+00:00,740.0900268554688,740.1699829101562,740.030029296875,740.1400146484375,52524
2026-05-11 15:43:00+00:00,740.1300048828125,740.1875,740.0700073242188,740.0999755859375,66306
2026-05-11 15:44:00+00:00,739.8499755859375,740.1799926757812,739.6699829101562,740.135009765625,202952
2026-05-11 15:45:00+00:00,739.9099731445312,739.9749755859375,739.72998046875,739.8599853515625,123759
2026-05-11 15:46:00+00:00,739.9299926757812,740.0499877929688,739.8300170898438,739.8900146484375,66825
2026-05-11 15:47:00+00:00,739.8300170898438,739.97998046875,739.8099975585938,739.9550170898438,70929
2026-05-11 15:48:00+00:00,739.8800048828125,739.8900146484375,739.7249755859375,739.8200073242188,58782
2026-05-11 15:49:00+00:00,739.9299926757812,739.9600219726562,739.8001098632812,739.8699951171875,34885
2026-05-11 15:50:00+00:00,739.780029296875,739.9400024414062,739.719970703125,739.9099731445312,98255
2026-05-11 15:51:00+00:00,739.9650268554688,739.989990234375,739.760009765625,739.780029296875,95882
2026-05-11 15:52:00+00:00,739.9400024414062,740.030029296875,739.9099731445312,739.969970703125,94907
2026-05-11 15:53:00+00:00,740.1199951171875,740.1849975585938,739.9299926757812,739.9400024414062,53613
2026-05-11 15:54:00+00:00,740.1732177734375,740.260009765625,740.0999755859375,740.1199951171875,70066
2026-05-11 15:55:00+00:00,740.2899780273438,740.3400268554688,740.1699829101562,740.1799926757812,39669
2026-05-11 15:56:00+00:00,740.2150268554688,740.2899780273438,740.1799926757812,740.2849731445312,115393
2026-05-11 15:57:00+00:00,740.1099853515625,740.260009765625,740.0999755859375,740.22998046875,80975
2026-05-11 15:58:00+00:00,740.1400146484375,740.1699829101562,740.0700073242188,740.10498046875,55840
2026-05-11 15:59:00+00:00,740.219970703125,740.260009765625,740.0999755859375,740.1400146484375,112497
2026-05-11 16:00:00+00:00,740.22998046875,740.2449951171875,740.0599975585938,740.219970703125,97838
2026-05-11 16:01:00+00:00,740.239990234375,740.3200073242188,740.2100219726562,740.2100219726562,46164
2026-05-11 16:02:00+00:00,740.2000122070312,740.3099975585938,740.2000122070312,740.22998046875,76251
2026-05-11 16:03:00+00:00,740.1300048828125,740.239990234375,740.1300048828125,740.2100219726562,30281
2026-05-11 16:04:00+00:00,740.0900268554688,740.1699829101562,740.0399780273438,740.1199951171875,59256
2026-05-11 16:05:00+00:00,740.1649780273438,740.2100219726562,740.0800170898438,740.0999755859375,44336
2026-05-11 16:06:00+00:00,740.1300048828125,740.1900024414062,740.0900268554688,740.1699829101562,52268
2026-05-11 16:07:00+00:00,740.1099853515625,740.1599731445312,740.0800170898438,740.1300048828125,32360
2026-05-11 16:08:00+00:00,740.0999755859375,740.1400146484375,740.030029296875,740.1099853515625,71726
2026-05-11 16:09:00+00:00,740.0900268554688,740.1900024414062,740.0700073242188,740.0999755859375,51721
2026-05-11 16:10:00+00:00,740.0900268554688,740.1500244140625,740.0,740.0800170898438,63891
2026-05-11 16:11:00+00:00,740.1799926757812,740.1900024414062,740.0700073242188,740.0700073242188,29215
2026-05-11 16:12:00+00:00,740.219482421875,740.219970703125,740.1500244140625,740.1599731445312,33582
2026-05-11 16:13:00+00:00,740.1900024414062,740.219970703125,740.1500244140625,740.2000122070312,29474
2026-05-11 16:14:00+00:00,740.1300048828125,740.219970703125,740.0999755859375,740.1900024414062,38684
2026-05-11 16:15:00+00:00,740.1998901367188,740.219970703125,740.0999755859375,740.1400146484375,52360
2026-05-11 16:16:00+00:00,740.1400146484375,740.219970703125,740.0999755859375,740.1900024414062,53404
2026-05-11 16:17:00+00:00,740.1799926757812,740.2100219726562,740.1099853515625,740.1400146484375,62846
2026-05-11 16:18:00+00:00,740.0999755859375,740.219970703125,740.0499877929688,740.1749877929688,44552
2026-05-11 16:19:00+00:00,740.0800170898438,740.0999755859375,740.010009765625,740.0900268554688,40085
2026-05-11 16:20:00+00:00,740.0399780273438,740.1599731445312,739.9500122070312,740.0750122070312,67146
2026-05-11 16:21:00+00:00,740.0,740.0700073242188,739.9600219726562,740.0499877929688,51739
2026-05-11 16:22:00+00:00,740.0700073242188,740.1300048828125,739.9801025390625,739.9801025390625,49755
2026-05-11 16:23:00+00:00,740.1699829101562,740.1900024414062,740.0601196289062,740.0700073242188,36092
2026-05-11 16:24:00+00:00,740.3049926757812,740.3300170898438,740.1500244140625,740.1799926757812,57948
2026-05-11 16:25:00+00:00,740.3800048828125,740.439208984375,740.2999877929688,740.2999877929688,82064
2026-05-11 16:26:00+00:00,740.3699951171875,740.4299926757812,740.3200073242188,740.39501953125,46789
2026-05-11 16:27:00+00:00,740.3599853515625,740.4000244140625,740.2999877929688,740.3599853515625,34155
2026-05-11 16:28:00+00:00,740.3400268554688,740.4299926757812,740.2999877929688,740.369873046875,53552
2026-05-11 16:29:00+00:00,740.3350219726562,740.3800048828125,740.3150024414062,740.3400268554688,34369
2026-05-11 16:30:00+00:00,740.3900146484375,740.3900146484375,740.2899780273438,740.3200073242188,92383
2026-05-11 16:31:00+00:00,740.3300170898438,740.4299926757812,740.2960205078125,740.3900146484375,57978
2026-05-11 16:32:00+00:00,740.27001953125,740.3275146484375,740.2000122070312,740.3099975585938,54437
2026-05-11 16:33:00+00:00,740.2100219726562,740.3099975585938,740.1900024414062,740.260009765625,51153
2026-05-11 16:34:00+00:00,740.2899780273438,740.3300170898438,740.219970703125,740.219970703125,43898
2026-05-11 16:35:00+00:00,740.2899780273438,740.3300170898438,740.2100219726562,740.2899780273438,59585
2026-05-11 16:36:00+00:00,740.2807006835938,740.3599853515625,740.260009765625,740.27001953125,34351
2026-05-11 16:37:00+00:00,740.2100219726562,740.3099975585938,740.2000122070312,740.2899780273438,50071
2026-05-11 16:38:00+00:00,740.1799926757812,740.2999877929688,740.1199951171875,740.239990234375,50139
2026-05-11 16:39:00+00:00,740.0900268554688,740.219970703125,740.0800170898438,740.1699829101562,50461
2026-05-11 16:40:00+00:00,740.1099853515625,740.1300048828125,740.02001953125,740.0900268554688,37665
2026-05-11 16:41:00+00:00,739.7100219726562,740.1199951171875,739.7100219726562,740.1199951171875,151870
2026-05-11 16:42:00+00:00,739.2550048828125,739.739990234375,738.8400268554688,739.72998046875,462248
2026-05-11 16:43:00+00:00,739.5,739.5900268554688,739.0599975585938,739.260009765625,193332
2026-05-11 16:44:00+00:00,739.6599731445312,739.6900024414062,739.4400024414062,739.530029296875,137717
2026-05-11 16:45:00+00:00,739.8150024414062,739.8400268554688,739.5800170898438,739.6599731445312,110211
2026-05-11 16:46:00+00:00,739.7050170898438,739.9299926757812,739.6400756835938,739.8200073242188,111487
2026-05-11 16:47:00+00:00,739.8900146484375,739.9199829101562,739.6699829101562,739.7100219726562,41745
2026-05-11 16:48:00+00:00,739.6900024414062,739.8900146484375,739.6599731445312,739.8900146484375,53660
2026-05-11 16:49:00+00:00,739.530029296875,739.6898803710938,739.52001953125,739.6799926757812,49466
2026-05-11 16:50:00+00:00,739.5999145507812,739.6599731445312,739.510009765625,739.530029296875,63895
2026-05-11 16:51:00+00:00,739.58642578125,739.6400146484375,739.489990234375,739.6099853515625,60695
2026-05-11 16:52:00+00:00,739.375,739.5800170898438,739.3499755859375,739.5599975585938,126707
2026-05-11 16:53:00+00:00,739.4199829101562,739.4500122070312,739.2518920898438,739.375,107155
2026-05-11 16:54:00+00:00,739.3330078125,739.4400024414062,739.280029296875,739.3909912109375,175073
2026-05-11 16:55:00+00:00,739.2000122070312,739.3599853515625,739.1900024414062,739.3200073242188,67302
2026-05-11 16:56:00+00:00,739.1661987304688,739.239990234375,739.07080078125,739.219970703125,98501
2026-05-11 16:57:00+00:00,739.2297973632812,739.3900146484375,739.1500244140625,739.1900024414062,75726
2026-05-11 16:58:00+00:00,739.4099731445312,739.5,739.1699829101562,739.2299194335938,97075
2026-05-11 16:59:00+00:00,739.3278198242188,739.4099731445312,739.2999877929688,739.4000244140625,63340
2026-05-11 17:00:00+00:00,739.52001953125,739.5399780273438,739.3400268554688,739.3400268554688,69735
2026-05-11 17:01:00+00:00,739.591552734375,739.6300048828125,739.47998046875,739.510009765625,68900
2026-05-11 17:02:00+00:00,739.4000244140625,739.594970703125,739.3400268554688,739.5900268554688,64148
2026-05-11 17:03:00+00:00,739.4500122070312,739.5399780273438,739.3699951171875,739.3699951171875,31656
2026-05-11 17:04:00+00:00,739.52001953125,739.5900268554688,739.4400024414062,739.4500122070312,39965
2026-05-11 17:05:00+00:00,739.5900268554688,739.6900024414062,739.4949951171875,739.530029296875,44116
2026-05-11 17:06:00+00:00,739.469970703125,739.6300048828125,739.3499755859375,739.5900268554688,62467
2026-05-11 17:07:00+00:00,739.4799194335938,739.5,739.4000244140625,739.4600219726562,39308
2026-05-11 17:08:00+00:00,739.5,739.5399780273438,739.4099731445312,739.469970703125,71967
2026-05-11 17:09:00+00:00,739.4500122070312,739.510009765625,739.4099731445312,739.5,29569
2026-05-11 17:10:00+00:00,739.3300170898438,739.4600219726562,739.239990234375,739.4401245117188,73410
2026-05-11 17:11:00+00:00,739.2899780273438,739.3599853515625,739.219970703125,739.3200073242188,42655
2026-05-11 17:12:00+00:00,739.0349731445312,739.280029296875,739.010009765625,739.280029296875,70915
2026-05-11 17:13:00+00:00,739.1199951171875,739.1300048828125,739.010009765625,739.0399780273438,73990
2026-05-11 17:14:00+00:00,739.0599975585938,739.1699829101562,739.0,739.1099853515625,52917
2026-05-11 17:15:00+00:00,739.1400146484375,739.1500244140625,739.0,739.0499877929688,71088
2026-05-11 17:16:00+00:00,738.9299926757812,739.139892578125,738.8800048828125,739.1300048828125,79874
2026-05-11 17:17:00+00:00,738.9600219726562,739.029296875,738.8800048828125,738.9450073242188,46923
2026-05-11 17:18:00+00:00,738.9299926757812,739.010009765625,738.9000244140625,738.9400024414062,44109
2026-05-11 17:19:00+00:00,738.9550170898438,739.02001953125,738.8900146484375,738.9550170898438,45131
2026-05-11 17:20:00+00:00,739.0800170898438,739.1099853515625,738.9099731445312,738.969970703125,30718
2026-05-11 17:21:00+00:00,739.2899780273438,739.3200073242188,739.0999755859375,739.0999755859375,96730
2026-05-11 17:22:00+00:00,739.3049926757812,739.3579711914062,739.239990234375,739.2999877929688,57607
2026-05-11 17:23:00+00:00,739.4808959960938,739.5399780273438,739.3099975585938,739.3099975585938,59626
2026-05-11 17:24:00+00:00,739.60498046875,739.6599731445312,739.47998046875,739.489990234375,121681
2026-05-11 17:25:00+00:00,739.739990234375,739.8200073242188,739.5599975585938,739.6099853515625,123293
2026-05-11 17:26:00+00:00,739.8400268554688,739.9099731445312,739.732177734375,739.732177734375,61667
2026-05-11 17:27:00+00:00,739.7100219726562,739.8499755859375,739.6900024414062,739.8300170898438,32775
2026-05-11 17:28:00+00:00,739.72998046875,739.7899780273438,739.677490234375,739.7100219726562,39068
2026-05-11 17:29:00+00:00,739.8099975585938,739.8499755859375,739.7000122070312,739.719970703125,84578
2026-05-11 17:30:00+00:00,740.0,740.0700073242188,739.780029296875,739.7899780273438,80480
2026-05-11 17:31:00+00:00,739.9749755859375,740.1199951171875,739.969970703125,740.010009765625,59957
2026-05-11 17:32:00+00:00,740.02001953125,740.0399780273438,739.9400024414062,739.989990234375,30572
2026-05-11 17:33:00+00:00,740.0800170898438,740.2100219726562,740.02001953125,740.02001953125,78901
2026-05-11 17:34:00+00:00,740.1467895507812,740.1500244140625,740.0700073242188,740.0999755859375,48609
2026-05-11 17:35:00+00:00,740.1599731445312,740.1900024414062,740.0800170898438,740.1199951171875,44919
2026-05-11 17:36:00+00:00,740.3599853515625,740.3699951171875,740.1400756835938,740.1599731445312,67610
2026-05-11 17:37:00+00:00,740.35498046875,740.4000244140625,740.3099975585938,740.3599853515625,40415
2026-05-11 17:38:00+00:00,740.3499755859375,740.4248046875,740.3099975585938,740.3699951171875,67667
2026-05-11 17:39:00+00:00,740.2999877929688,740.3400268554688,740.22998046875,740.3300170898438,52758
2026-05-11 17:40:00+00:00,740.333984375,740.3499755859375,740.219970703125,740.2999877929688,57782
2026-05-11 17:41:00+00:00,740.4400024414062,740.4500122070312,740.3099975585938,740.3400268554688,48532
2026-05-11 17:42:00+00:00,740.552001953125,740.5999755859375,740.4099731445312,740.4400024414062,125901
2026-05-11 17:43:00+00:00,740.5700073242188,740.619873046875,740.5286865234375,740.5499877929688,50722
2026-05-11 17:44:00+00:00,740.635009765625,740.6699829101562,740.5599975585938,740.5650024414062,72524
2026-05-11 17:45:00+00:00,740.5499877929688,740.7899780273438,740.5499877929688,740.6400146484375,125899
2026-05-11 17:46:00+00:00,740.5499877929688,740.6500244140625,740.530029296875,740.5499877929688,60291
2026-05-11 17:47:00+00:00,740.469970703125,740.5599975585938,740.4600219726562,740.5401000976562,75386
2026-05-11 17:48:00+00:00,740.510009765625,740.52001953125,740.469970703125,740.469970703125,62732
2026-05-11 17:49:00+00:00,740.3499755859375,740.5,740.3200073242188,740.5,121074
2026-05-11 17:50:00+00:00,740.4199829101562,740.4299926757812,740.3300170898438,740.3411865234375,68991
2026-05-11 17:51:00+00:00,740.3350219726562,740.4500122070312,740.3300170898438,740.4299926757812,57663
2026-05-11 17:52:00+00:00,740.3699951171875,740.4099731445312,740.3400268554688,740.3499755859375,41892
2026-05-11 17:53:00+00:00,740.364990234375,740.4390258789062,740.2999877929688,740.3800048828125,63071
2026-05-11 17:54:00+00:00,740.239990234375,740.39501953125,740.1900024414062,740.3699951171875,78442
2026-05-11 17:55:00+00:00,740.239990234375,740.3400268554688,740.1900024414062,740.2249755859375,57587
2026-05-11 17:56:00+00:00,740.25,740.27001953125,740.2100219726562,740.25,171226
2026-05-11 17:57:00+00:00,740.3099975585938,740.3800048828125,740.239990234375,740.239990234375,59405
2026-05-11 17:58:00+00:00,740.2899780273438,740.3699951171875,740.260009765625,740.3099975585938,50437
2026-05-11 17:59:00+00:00,740.2000122070312,740.2899780273438,740.1400146484375,740.2899780273438,98734
2026-05-11 18:00:00+00:00,740.3300170898438,740.4000244140625,740.1799926757812,740.2000122070312,94856
2026-05-11 18:01:00+00:00,740.489990234375,740.510009765625,740.3250122070312,740.3250122070312,88076
2026-05-11 18:02:00+00:00,740.47998046875,740.530029296875,740.4408569335938,740.489990234375,92903
2026-05-11 18:03:00+00:00,740.5900268554688,740.6099853515625,740.4719848632812,740.47998046875,50194
2026-05-11 18:04:00+00:00,740.6099853515625,740.6199951171875,740.5700073242188,740.5800170898438,105666
