,type,strike,bid,ask,iv,volume,oi,mid,expiry,dte
129,put,727.0,3.67,3.71,0.16614603393554692,24.0,11,3.69,2026-05-27,10
130,put,728.0,3.91,3.95,0.16492534301757814,202.0,42,3.93,2026-05-27,10
131,put,729.0,4.16,4.21,0.16376568664550784,123.0,13,4.1850000000000005,2026-05-27,10
132,put,730.0,4.44,4.48,0.16254499572753905,748.0,769,4.460000000000001,2026-05-27,10
133,put,731.0,4.72,4.76,0.16120223571777342,77.0,87,4.74,2026-05-27,10
134,put,732.0,5.02,5.07,0.1601646484375,151.0,64,5.045,2026-05-27,10
135,put,733.0,5.33,5.38,0.1587913711547852,90.0,171,5.355,2026-05-27,10
136,put,734.0,5.67,5.72,0.15766223205566404,44.0,14,5.695,2026-05-27,10
137,put,735.0,6.03,6.08,0.15659412750244145,235.0,275,6.055,2026-05-27,10
138,put,736.0,6.4,6.45,0.15534291931152344,138.0,38,6.425000000000001,2026-05-27,10
139,put,737.0,6.79,6.85,0.15433584930419925,102.0,147,6.82,2026-05-27,10
140,put,738.0,7.21,7.27,0.15332877929687502,186.0,225,7.24,2026-05-27,10
141,put,739.0,7.65,7.7,0.15210808837890627,158.0,59,7.675000000000001,2026-05-27,10
142,put,740.0,8.11,8.17,0.15128412200927738,374.0,285,8.14,2026-05-27,10
143,put,741.0,8.53,8.75,0.15223015747070315,208.0,168,8.64,2026-05-27,10
144,put,742.0,9.02,9.25,0.15119257019042973,220.0,101,9.135,2026-05-27,10
145,put,743.0,9.35,9.93,0.15332877929687502,305.0,210,9.64,2026-05-27,10
146,put,744.0,10.09,10.48,0.1524742956542969,57.0,213,10.285,2026-05-27,10
147,put,745.0,10.47,11.06,0.15180291564941406,54.0,290,10.765,2026-05-27,10
148,put,746.0,11.08,11.67,0.15137567382812503,36.0,54,11.375,2026-05-27,10
149,put,747.0,11.89,12.3,0.15091791473388677,12.0,106,12.095,2026-05-27,10
150,put,748.0,12.35,12.95,0.1504906729125977,8.0,77,12.649999999999999,2026-05-27,10
151,put,749.0,13.03,13.63,0.15027705200195315,7.0,26,13.33,2026-05-27,10
152,put,750.0,13.95,14.26,0.14853756744384766,3.0,62,14.105,2026-05-27,10
153,put,751.0,14.67,14.99,0.14862911926269531,1.0,25,14.83,2026-05-27,10
154,put,752.0,15.38,15.74,0.14878170562744142,1.0,2,15.56,2026-05-27,10
155,put,753.0,16.19,16.54,0.14978877563476564,2.0,6,16.365000000000002,2026-05-27,10
156,put,755.0,17.79,18.21,0.15265739929199224,1.0,4,18.0,2026-05-27,10
157,put,756.0,18.66,19.03,0.1532677447509766,1.0,1,18.845,2026-05-27,10
158,put,757.0,19.45,19.92,0.15549550567626952,10.0,8,19.685000000000002,2026-05-27,10
159,put,758.0,19.26,21.93,0.1883015740966797,,10,20.595,2026-05-27,10
160,put,760.0,21.07,23.74,0.19428295959472658,,2,22.405,2026-05-27,10
161,put,765.0,25.81,28.5,0.2137224624633789,,8,27.155,2026-05-27,10
162,put,770.0,30.73,33.0,0.2225419543457031,,1,31.865000000000002,2026-05-27,10
163,put,775.0,35.73,38.0,0.24567404724121095,,0,36.864999999999995,2026-05-27,10
